Distance,mag88t.grd,EMAG2_V3_20170530_Ã·»°4km.grd
6405.1234270123,-5.8627989370531,-34.340261534162
6450.2299300194,-6.9034954295712,-35.260970083402
6495.3364330265,-7.94723458277,-36.182414148578
6540.4429360337,-8.9940162411239,-37.104593692159
6585.5494390408,-10.043840249023,-38.027508676535
6630.6559420479,-11.096706450887,-38.951159064105
6675.762445055,-12.152614691224,-39.875544817371
6720.8689480622,-13.211564814457,-40.800665898724
6765.9754510693,-14.273556665043,-41.726522270593
6811.0819540764,-15.338590087451,-42.64356980817
6856.1884570836,-16.406664926211,-43.559678640661
6901.2949600907,-17.47778102572,-44.476019736011
6946.4014630978,-18.551938230559,-45.392593082485
6991.5079661049,-19.629136385199,-46.309398668214
7036.6144691121,-20.709375334164,-47.226436481386
7081.7209721192,-21.792654921976,-48.143706510172
7126.8274751263,-22.87897499318,-49.061208742758
7171.9339781335,-24.045361040974,-49.978943167236
7217.0404811406,-25.220570715078,-50.896909771896
7262.1469841477,-26.398865405129,-51.815108544875
7307.2534871548,-27.580244953372,-52.733539474303
7352.359990162,-28.764709202171,-53.652202548428
7397.4664931691,-29.952257993822,-54.57109775543
7442.5729961762,-31.142891170536,-55.490225083383
7487.6794991834,-32.336608574762,-56.409584520598
7532.7860021905,-33.533410048741,-57.329176055173
7577.8925051976,-34.733295434811,-58.248999675285
7622.9990082047,-35.936264575343,-59.169055369152
7668.1055112119,-37.142317312711,-60.089343124968
7713.212014219,-38.351453489246,-61.009862930892
7758.3185172261,-39.563672947279,-61.930614775066
7803.4250202333,-40.778975529315,-62.851598645807
7848.5315232404,-41.997361077571,-63.772814531112
7893.6380262475,-43.218829434559,-64.694262419306
7938.7445292546,-44.443380442671,-65.615942298548
7983.8510322618,-45.671013944253,-66.53785415696
8028.9575352689,-46.901729781818,-67.459997982824
8074.064038276,-48.135527797728,-68.382373764263
8119.1705412832,-49.372407834422,-69.304981489463
8164.2770442903,-50.612369734401,-70.227821146667
8209.3835472974,-51.855413340052,-71.150892723999
8254.4900503045,-53.101538493897,-72.074196209704
8299.5965533117,-54.350745038399,-72.99773159197
8344.7030563188,-55.60303281598,-73.921498858925
8389.8095593259,-56.858401669219,-74.84549799885
8434.9160623331,-58.116851440551,-75.76972899988
8480.0225653402,-59.37838197246,-76.694191850181
8525.1290683473,-60.642993107551,-77.618886538044
8570.2355713545,-61.910684688284,-78.543813051591
8615.3420743616,-63.18145655717,-79.468971379005
8660.4485773687,-64.455308556819,-80.394361508547
8705.5550803758,-65.732240529738,-81.319983428374
8750.661583383,-67.012252318499,-82.245837126693
8795.7680863901,-68.295343765623,-83.126421875318
8840.8745893972,-69.551758870122,-84.005573448563
8885.9810924044,-70.788725116829,-84.884356299759
8931.0875954115,-72.024162417477,-85.76277044791
8976.1940984186,-73.258070850431,-86.640815911917
9021.3006014257,-74.490450493993,-87.518492710608
9066.4071044329,-75.721301426666,-88.39580086304
9111.51360744,-76.9538122116,-89.272740387938
9156.6201104471,-78.326664958072,-90.14931130432
9201.7266134543,-79.693992102362,-91.025513631082
9246.8331164614,-81.05579392736,-91.901347387123
9291.9396194685,-82.412070715928,-92.776812591322
9337.0461224757,-83.762822750925,-93.651909262574
9382.1526254828,-85.108050315262,-94.526637419852
9427.2591284899,-86.447753691684,-95.314471110517
9472.365631497,-87.781933163056,-95.99156751733
9517.4721345042,-89.110589012177,-96.665223003383
9562.5786375113,-90.433721521849,-97.335437744803
9607.6851405184,-91.751330974806,-98.00221191767
9652.7916435256,-93.063417653849,-98.665545698114
9697.8981465327,-94.369981841695,-99.325439262203
9743.0046495398,-95.671023821074,-99.981892786014
9788.1111525469,-96.966543874688,-100.63490644561
9833.2176555541,-98.256542285259,-101.28448041708
9878.3241585612,-99.541019335436,-101.93061487643
9923.4306615683,-100.81997530794,-102.57330999974
9968.5371645755,-102.09341048533,-103.212565963
10013.643667583,-103.36132515031,-103.84838294226
10058.75017059,-104.62371958549,-104.48076111352
10103.856673597,-105.88059407343,-105.10970065277
10148.963176604,-107.13194889676,-105.73520173601
10194.069679611,-108.37778433805,-106.35726453924
10239.176182618,-109.61810067986,-106.97588923842
10284.282685625,-110.85289820471,-107.5910760095
10329.389188633,-112.08217719513,-108.20282502844
10374.49569164,-113.30593793364,-108.81113647118
10419.602194647,-114.52418070272,-109.41601051364
10464.708697654,-115.73690578491,-110.01744733181
10509.815200661,-116.94411346259,-110.61544710153
10554.921703668,-118.14580401827,-111.21000999874
10600.028206675,-119.34197773432,-111.8011361993
10645.134709682,-120.53263489324,-112.38882587915
10690.24121269,-121.71777577738,-112.97307921414
10735.347715697,-122.89740066916,-113.55389638015
10780.454218704,-124.07150985089,-114.03306563388
10825.560721711,-125.24010360502,-114.50644661305
10870.667224718,-126.40318221381,-114.97555829447
10915.773727725,-127.56074595963,-115.44040089659
10960.880230732,-128.7127951248,-115.90097463788
11005.986733739,-129.85932999159,-116.35727973674
11051.093236747,-131.00035084227,-116.80931641159
11096.199739754,-132.13534682512,-117.25708488086
11141.306242761,-133.24666399347,-117.7005853629
11186.412745768,-134.34739488575,-118.13981807613
11231.519248775,-135.43754004365,-118.5747832389
11276.625751782,-136.51710000893,-119.00548106958
11321.732254789,-137.58607532322,-119.43191178648
11366.838757796,-138.64446652826,-119.85407560799
11411.945260804,-139.69227416564,-120.27197275239
11457.051763811,-140.72949877698,-120.685603438
11502.158266818,-141.75614090386,-121.09496788314
11547.264769825,-142.77220108777,-121.50006630604
11592.371272832,-143.77767987028,-121.90089892503
11637.477775839,-144.77257779286,-122.29746595836
11682.584278846,-145.75689539697,-122.68976762427
11727.690781854,-146.73063322401,-123.07780414098
11772.797284861,-147.69379181541,-123.46157572676
11817.903787868,-148.6463717125,-123.84108259979
11863.010290875,-149.58837345665,-124.21632497829
11908.116793882,-150.51979758917,-124.58730308046
11953.223296889,-151.44064465133,-124.95401712446
11998.329799896,-152.35091518435,-125.31646732845
12043.436302903,-153.25060972947,-125.67465391059
12088.542805911,-154.13972882792,-126.02857708907
12133.649308918,-155.01827302081,-126.37823708197
12178.755811925,-155.88624284927,-126.7236341074
12223.862314932,-156.74363885442,-127.06476838351
12268.968817939,-157.59046157735,-127.40164012838
12314.075320946,-158.42671155905,-127.73424956008
12359.181823953,-159.25238934059,-128.06259689671
12404.28832696,-160.06749546292,-128.3866823563
12449.394829968,-160.872030467,-128.70650615692
12494.501332975,-161.66599489376,-129.0220685166
12539.607835982,-162.44938928409,-129.33336965336
12584.714338989,-163.22221417885,-129.64040978521
12629.820841996,-163.9844701189,-129.94318913017
12674.927345003,-164.73615764502,-130.24170790621
12720.03384801,-165.47727729801,-130.53596633132
12765.140351017,-166.20782961861,-130.70835792478
12810.246854025,-166.92781514752,-130.86453504334
12855.353357032,-167.63723442545,-131.01592389047
12900.459860039,-168.33608799306,-131.16252471113
12945.566363046,-169.02437639097,-131.30433775022
12990.672866053,-169.70210015978,-131.44136325265
13035.77936906,-170.36925984006,-131.57360146332
13080.885872067,-171.02585597236,-131.70105262712
13125.992375075,-171.46016101084,-131.82371698891
13171.098878082,-171.86234750573,-131.94159479355
13216.205381089,-172.1104351459,-132.05468628587
13261.311884096,-172.34398699035,-132.16299171073
13306.418387103,-172.56300378279,-132.2665113129
13351.52489011,-172.7674862668,-132.36524533722
13396.631393117,-172.95743518598,-132.45919402848
13441.737896124,-173.13285128389,-132.54835763142
13486.844399132,-173.29373530401,-132.63273639083
13531.950902139,-173.4400879898,-132.71233055146
13577.057405146,-173.5719100847,-132.78714035803
13622.163908153,-173.68920233207,-132.85716605529
13667.27041116,-173.79196547527,-132.92240788792
13712.376914167,-173.88020025759,-132.98286610062
13757.483417174,-173.95390742229,-133.03493686632
13802.589920181,-174.01308771261,-132.9305989575
13847.696423189,-174.05774187168,-132.82084212197
13892.802926196,-174.08787064268,-132.70566663695
13937.909429203,-174.1034747687,-132.5850727796
13983.01593221,-174.10455499278,-132.4590608271
14028.122435217,-174.09111205794,-132.32763105659
14073.228938224,-174.06314670719,-132.19078374522
14118.335441231,-174.02065968342,-132.04851917011
14163.441944239,-173.96365172954,-131.90083760836
14208.548447246,-173.89212358842,-131.74773933707
14253.654950253,-173.80607600286,-131.58922463331
14298.76145326,-173.70550971564,-131.42529377415
14343.867956267,-173.5904254695,-131.25594703662
14388.974459274,-173.46082400707,-131.08118469775
14434.080962281,-173.3167060711,-130.90100703458
14479.187465288,-173.15807240414,-130.71541432409
14524.293968296,-172.98492374875,-130.52440684327
14569.400471303,-172.79726084753,-130.3279848691
14614.50697431,-172.5950844429,-130.12614867852
14659.613477317,-172.37839527731,-129.91889854847
14704.719980324,-172.14719409322,-129.7062347559
14749.826483331,-171.90148163297,-129.38084214535
14794.932986338,-171.64125863888,-129.01527383225
14840.039489345,-171.36652585325,-128.64404685549
14885.145992353,-171.07728401831,-128.26716150445
14930.25249536,-170.77353387632,-127.88461806857
14975.358998367,-170.45527616935,-127.49641683715
15020.465501374,-170.1225116396,-127.1025580996
15065.572004381,-169.77524102914,-126.70304214525
15110.678507388,-169.09160691855,-126.2978692634
15155.785010395,-168.31598739744,-125.88703974339
15200.891513402,-167.52446723276,-125.47055387448
15245.99801641,-166.71704723785,-125.04841194598
15291.104519417,-165.89372822586,-124.62061424712
15336.211022424,-165.05451101003,-124.18716106716
15381.317525431,-164.19939640348,-123.74805269534
15426.424028438,-163.32838521926,-123.30328942085
15471.530531445,-162.44147827045,-122.8528715329
15516.637034452,-161.53867637005,-122.39679932067
15561.74353746,-160.61998033097,-121.93507307332
15606.850040467,-159.68539096621,-121.46769308002
15651.956543474,-158.73490908857,-120.99465962989
15697.063046481,-157.76853551084,-120.51597301203
15742.169549488,-156.78627104584,-120.03163351557
15787.276052495,-155.78811650636,-119.54164142961
15832.382555502,-154.77407270497,-119.04599704316
15877.489058509,-153.74414045444,-118.54470064535
15922.595561517,-152.69832056725,-118.03775252517
15967.702064524,-151.63661385607,-117.52515297167
16012.808567531,-150.55902113337,-117.00690227386
16057.915070538,-149.46554321154,-116.48300072068
16103.021573545,-148.35618090309,-115.95344860117
16148.128076552,-147.23093502038,-115.41824620427
16193.234579559,-146.08980637574,-114.87739381892
16238.341082566,-144.93279578143,-114.33089173404
16283.447585574,-143.75990404978,-113.77874023858
16328.554088581,-142.57113199294,-113.22093962142
16373.660591588,-141.36648042302,-112.65749017141
16418.767094595,-140.1459501522,-112.08839217746
16463.873597602,-138.90954199247,-111.51364592837
16508.980100609,-137.65725675599,-110.93325171304
16554.086603616,-136.38909525462,-110.34720982025
16599.193106624,-135.10505830036,-109.75552053882
16644.299609631,-133.80514670506,-109.15818415752
16689.406112638,-132.48936128051,-108.5552009651
16734.512615645,-131.15770283868,-107.88457131123
16779.619118652,-129.81017219119,-107.1515113986
16824.725621659,-128.4467701498,-106.4133799607
16869.832124666,-127.06749752621,-105.67017725687
16914.938627673,-125.67235513194,-104.92190354635
16960.045130681,-124.26134377866,-104.16855908843
17005.151633688,-122.83446427791,-103.41014414236
17050.258136695,-121.39171744113,-102.6466589674
17095.364639702,-119.78773352153,-101.87810382276
17140.471142709,-118.0611454478,-101.10447896766
17185.577645716,-116.31981720059,-100.32578466129
17230.684148723,-114.56374953366,-99.542021162831
17275.79065173,-112.79294320081,-98.753188731514
17320.897154738,-111.00739895548,-97.95928762641
17366.003657745,-109.20711755141,-97.160318106716
17411.110160752,-107.39209974208,-96.356280431534
17456.216663759,-105.56234628114,-95.547174860024
17501.323166766,-103.71785792188,-94.733001651215
17546.429669773,-101.86796562295,-93.913761064243
17591.53617278,-100.0083087756,-93.089453358187
17636.642675787,-98.13229690755,-92.260078792058
17681.749178795,-96.239930855247,-91.425637624962
17726.855681802,-94.331211454802,-90.586130115877
17771.962184809,-92.40613954243,-89.741556523829
17817.068687816,-90.464715954367,-88.891917107849
17862.175190823,-88.506941526621,-88.03721212689
17907.28169383,-86.532817095265,-87.177441839935
17952.388196837,-84.542343496443,-86.312606505987
17997.494699845,-82.53552156588,-85.442706383903
18042.601202852,-80.512352139658,-84.567741732668
18087.707705859,-78.472836053706,-83.68771281123
18132.814208866,-76.416974143652,-82.782001182038
18177.920711873,-74.344767245434,-81.86252159399
18223.02721488,-72.256216194821,-80.93951547745
18268.133717887,-70.151321827369,-80.012983012628
18313.240220894,-68.030084978812,-79.082924379807
18358.346723902,-65.892506484737,-78.149339759224
18403.453226909,-63.738587180591,-77.21222933107
18448.559729916,-61.568327902109,-76.27159327565
18493.666232923,-59.381729484607,-75.327431773116
18538.77273593,-57.178792763566,-74.379745003695
18583.879238937,-54.959518574214,-73.428533147519
18628.985741944,-52.72390775206,-72.473796384844
18674.092244951,-50.471961132364,-71.515534895829
18719.198747959,-48.203679550256,-70.547738027149
18764.305250966,-45.919063840947,-69.553510075417
18809.411753973,-43.618114839641,-68.557218446951
18854.51825698,-41.300833381461,-67.558863247197
18899.624759987,-38.967220301385,-66.558444581555
18944.731262994,-36.61727643441,-65.555962555433
18989.837766001,-34.25100261551,-64.551417274259
19034.944269008,-31.868399679706,-63.54480884348
19080.050772016,-29.490090494791,-62.536137368447
19125.157275023,-27.158357812307,-61.52540295459
19170.26377803,-24.816409117598,-60.512605707269
19215.370281037,-22.464244933072,-59.497745731923
19260.476784044,-20.10186578086,-58.480823133891
19305.583287051,-17.729272183224,-57.461838018571
19350.689790058,-15.346464662261,-56.440790491311
19395.796293066,-12.953443740151,-55.417680657479
19440.902796073,-10.550209938929,-54.392508622407
19486.00929908,-8.1367637809762,-53.365274491557
19531.115802087,-5.7131057879195,-52.335978370117
19576.222305094,-3.2792364821334,-51.304620363552
19621.328808101,-0.83515638545578,-50.271200577133
19666.435311108,1.6191339800692,-49.235719116225
19711.541814115,4.0836340926703,-48.198176086079
19756.648317123,6.5583434300705,-47.158571592148
19801.75482013,9.043261470793,-46.116905739592
19846.861323137,11.538387692667,-45.073178633832
19891.967826144,14.043721574079,-44.027390380093
19937.074329151,16.559262593104,-42.979541083708
19982.180832158,19.085010227905,-41.92963084999
20027.287335165,21.62096395695,-40.877659784153
20072.393838172,24.1671232584,-39.823627991504
20117.50034118,26.723487610503,-38.767535577352
20162.606844187,29.290056491773,-37.709382646896
20207.713347194,31.86682938035,-36.649169305471
20252.819850201,34.453805754954,-35.586895658229
20297.926353208,37.0509850936,-34.522561810553
20343.032856215,39.65836687511,-33.456167867563
20388.139359222,42.275950577746,-32.387713934569
20433.24586223,44.903735680142,-31.317200116766
20478.352365237,47.541721660714,-30.244626519418
20523.458868244,50.189907998166,-29.169993247702
20568.565371251,52.848294171064,-28.093300406837
20613.671874258,55.516879657902,-27.014548102079
20658.778377265,58.195663937629,-25.933736438531
20703.884880272,60.884646488635,-24.850865521488
20748.991383279,63.583826789716,-23.822985618584
20794.097886287,66.29320431969,-22.809025795588
20839.204389294,69.012778557242,-21.795042679342
20884.310892301,71.742548981252,-20.781036270914
20929.417395308,74.482515070422,-19.767006571443
20974.523898315,77.232676303722,-18.752953581989
21019.630401322,79.993032159914,-17.738877303696
21064.736904329,82.7635821181,-16.724777737588
21109.843407336,85.111599354232,-15.710654884802
21154.949910344,87.391863006096,-14.696508746473
21200.056413351,89.673676130573,-13.682339323603
21245.162916358,91.957038648163,-12.668146617404
21290.269419365,94.24195047997,-11.653930628894
21335.375922372,96.528411546789,-10.639691359202
21380.482425379,98.8164217695,-9.6254288094084
21425.588928386,101.10598106892,-8.611142980643
21470.695431393,103.39708936609,-7.5968338739396
21515.801934401,105.68974658161,-6.5825014904928
21560.908437408,107.98395263677,-5.5681458312648
21606.014940415,110.279707452,-4.5537668975135
21651.121443422,112.5770109486,-3.5393646901896
21696.227946429,114.87586304724,-2.5249392104763
21741.334449436,117.17626366883,-1.5104904594685
21786.440952443,119.47821273442,-0.49601843820711
21831.547455451,121.78171016485,0.51847685218014
21876.653958458,124.0055714787,1.5329954105658
21921.760461465,125.90212318654,2.5475372359167
21966.866964472,127.7997596349,3.5621023270537
22011.973467479,129.6984807686,4.5766906829463
22057.079970486,131.59828653232,5.5913023025065
22102.186473493,133.49917687066,6.6059371845858
22147.2929765,135.40115172843,7.6205953281599
22192.399479508,137.30421105008,8.6352767320107
22237.505982515,139.20835478057,9.6499813951753
22282.612485522,141.11358286443,10.664709316475
22327.718988529,143.01989524637,11.679460494825
22372.825491536,144.92729187126,12.694234929206
22417.931994543,146.83577268346,13.709032618356
22463.03849755,148.74533762804,14.615005760379
22508.145000557,150.65598664956,15.352256139533
22553.251503565,152.56771969263,16.086737942532
22598.358006572,154.48053670214,16.818451311096
22643.464509579,156.39443762266,17.547396386879
22688.571012586,158.30942239901,18.27357331157
22733.677515593,160.22549097594,18.940703321016
22778.7840186,162.142643298,19.484057584304
22823.890521607,164.06087931016,20.023735461855
22868.997024615,165.98019895695,20.559737141691
22914.103527622,167.90060218324,21.092062811883
22959.210030629,169.8220889337,21.620712660448
23004.316533636,171.74465915317,22.145686875432
23049.423036643,173.66831278622,22.666985644818
23094.52953965,175.35015560215,23.184609156642
23139.636042657,176.63390582186,23.698557598867
23184.742545664,177.91290254591,24.208831159492
23229.849048672,179.18714601733,24.715430026494
23274.955551679,180.456636479,25.218354387819
23320.062054686,181.72137417409,25.717604431438
23365.168557693,182.9813593454,26.213180345272
23410.2750607,184.23659223608,26.705082317274
23455.381563707,185.48707308898,27.193310535349
23500.488066714,186.73280214709,27.677865187422
23545.594569721,187.97377965334,28.158746461383
23590.701072729,189.21000585057,28.635954545119
23635.807575736,190.44148098174,29.109489626517
23680.914078743,191.66820528973,29.579351893441
23726.02058175,192.89017901753,30.045541533768
23771.127084757,194.1074024078,30.508058735321
23816.233587764,195.31987570342,30.966903685943
23861.340090771,196.52759914741,31.422076573483
23906.446593778,197.73057298239,31.873577585734
23951.553096786,198.92879745134,32.321406910526
23996.659599793,200.12227279699,32.765564735648
24041.7661028,201.310999262,33.206051248869
24086.872605807,202.49497708929,33.642866637991
24131.979108814,203.67420652158,34.076011090768
24177.085611821,204.84868780162,34.50548479496
24222.192114828,206.01842117211,34.931287938309
24267.298617836,207.18340687575,35.35342070855
24312.405120843,208.34364515537,35.771883293423
24357.51162385,209.49913625346,36.186675880618
24402.618126857,210.64988041292,36.597798657865
24447.724629864,211.79587787626,37.00525181284
24492.831132871,212.9371288861,37.409035533229
24537.937635878,214.07363368513,37.809150006706
24583.044138885,215.20539251613,38.205595420952
24628.150641893,216.33240562141,38.598371963591
24673.2571449,217.4546732439,38.987479822296
24718.363647907,218.57219562584,39.372919184669
24763.470150914,219.68497301006,39.579847536971
24808.576653921,220.79300563896,39.725243414079
24853.683156928,221.89629375513,39.866346888902
24898.789659935,222.99483760122,40.003158180906
24943.896162942,224.08863741959,40.135677509526
24989.00266595,225.1776934528,40.263905094199
25034.109168957,226.2620059434,40.387841154351
25079.215671964,227.34157513373,40.507485909381
25124.322174971,227.95702417424,40.622839578696
25169.428677978,228.4623277127,40.733902381676
25214.535180985,228.95948352602,40.840674537695
25259.641683992,229.44849203067,40.943156266121
25304.748186999,229.92935364285,41.041347786295
25349.854690007,230.4020687789,41.135249317554
25394.961193014,230.86663785519,41.224861079229
25440.067696021,231.32306128796,41.31018329063
25485.174199028,231.77133949345,41.391216171059
25530.280702035,232.21147288787,41.467959939803
25575.387205042,232.64346188745,41.54041481614
25620.493708049,233.06730690838,41.608581019336
25665.600211057,233.48300836683,41.672458768644
25710.706714064,233.89056667891,41.732048283304
25755.813217071,234.28998226065,41.787349782542
25800.919720078,234.68125552829,41.838363485579
25846.026223085,235.06438689784,41.885089611619
25891.132726092,235.43937678533,41.927528379852
25936.239229099,235.80622560682,41.965680009463
25981.345732106,236.16493377822,41.999544719616
26026.452235114,236.5155017156,42.02912272947
26071.558738121,236.85792983481,42.054414258168
26116.665241128,237.1922185519,42.075419524844
26161.771744135,237.51836828272,42.092138748619
26206.878247142,237.83637944312,42.104572148599
26251.984750149,236.92615272278,42.112719943882
26297.091253156,235.83480532655,42.116582353553
26342.197756163,234.74782451906,42.116159596682
26387.304259171,233.66521007713,42.111451892331
26432.410762178,232.58696177742,42.102459459547
26477.517265185,231.51307939683,42.089182517368
26522.623768192,230.44356271202,42.071621284815
26567.730271199,229.37841149992,42.049775980903
26612.836774206,228.31762553732,42.023646824631
26657.943277213,227.26120460104,41.993234034987
26703.049780221,226.20914846791,41.958537830947
26748.156283228,225.16145691483,41.896671562227
26793.262786235,224.11812971863,41.538714074774
26838.369289242,223.07916665628,40.75831562935
26883.475792249,222.04456750454,39.977298989543
26928.582295256,221.01433204039,39.195664187032
26973.688798263,219.98846004074,38.413411253398
27018.79530127,218.96695128255,37.630540220276
27063.901804278,217.94980554275,36.84705111926
27109.008307285,216.80873013617,36.062943981917
27154.114810292,215.05444393315,35.278218839815
27199.221313299,213.30323540786,34.492875724675
27244.327816306,211.55510440264,33.706914667995
27289.434319313,209.81005075995,32.920335701334
27334.54082232,208.06807432242,32.13313885641
27379.647325327,206.32917493243,31.345324164693
27424.753828335,204.5933524325,30.5568916578
27469.860331342,202.86060666521,29.767841367362
27514.966834349,201.13093747302,28.978173324908
27560.073337356,199.40434469845,28.187887562006
27605.179840363,197.68082818414,27.396984110319
27650.28634337,195.96038777256,26.605463001356
27695.392846377,194.24302330631,25.813324266724
27740.499349384,192.52873462794,25.020567937994
27785.605852392,190.81752157998,24.227194046681
