
0,268.6723
471.3489,238.9018
942.6977,192.2288
1414.047,152.814
1885.395,131.8134
2356.744,129.7272
2828.093,136.4522
3299.442,149.569
3770.791,161.2737
4242.14,155.8415
4713.489,136.6557
5184.838,106.3871
5656.186,58.81874
6127.535,0.4941505
6598.884,-60.879
7070.233,-121.7926
7541.582,-181.4599
8012.931,-235.2924
8484.28,-273.9025
8955.629,-303.3606
9426.977,-324.8313
9898.326,-327.3229
10369.68,-319.9688
10841.02,-308.4908
11312.37,-285.6061
11783.72,-258.1758
12255.07,-232.0471
12726.42,-204.8761
13197.77,-179.2828
13669.12,-158.5473
14140.47,-144.438
14611.82,-137.0875
15083.16,-137.2064
15554.51,-146.843
16025.86,-164.1115
16497.21,-186.3428
16968.56,-212.1838
17439.91,-241.6294
17911.26,-272.9521
18382.61,-301.3233
18853.95,-330.5603
19325.3,-361.8547
19796.65,-386.9288
20268,-411.552
20739.35,-437.5604
21210.7,-450.9987
21682.05,-458.6962
22153.4,-464.6137
22624.75,-452.3936
23096.09,-429.5228
23567.44,-403.2538
24038.79,-359.4621
24510.14,-302.8981
24981.49,-239.8365
25452.84,-160.246
25924.19,-66.17912
26395.54,34.85161
26866.89,139.4681
27338.23,242.577
27809.58,341.552
28280.93,429.659
28752.28,514.0933
29223.63,599.3224
29694.98,669.2071
30166.33,731.5633
30637.68,795.2665
31109.03,836.5122
31580.37,861.2195
32051.72,882.2519
32523.07,873.1427
32994.42,837.1457
33465.77,792.1192
33937.12,719.4458
34408.47,619.9665
34879.82,512.3085
35351.17,393.5629
35822.51,262.2728
36293.86,128.3825
36765.21,4.334166
37236.56,-110.3178
37707.91,-217.6551
38179.26,-293.1773
38650.61,-330.3959
39121.96,-341.4345
39593.31,-303.338
40064.65,-213.224
40536,-102.6941
41007.35,22.18022
41478.7,158.5499
41950.05,289.7707
42421.4,401.9267
42892.75,492.4281
43364.1,566.1295
43835.45,605.6429
44306.79,604.2018
44778.14,580.5881
45249.49,520.283
45720.84,414.2986
46192.19,286.554
46663.54,137.4205
47134.89,-36.48847
47606.24,-220.7203
48077.58,-398.6376
48548.93,-564.3584
49020.28,-726.2598
49491.63,-858.7712
49962.98,-944.8674
50434.33,-1014.273
50905.68,-1040.093
51377.03,-994.2206
51848.38,-914.2706
52319.72,-782.7991
52791.07,-579.1806
53262.42,-354.7929
53733.77,-127.0627
54205.12,105.5912
54676.47,326.8098
55147.82,516.2867
55619.17,664.6583
56090.52,794.242
56561.86,888.1874
57033.21,923.9694
57504.56,944.4854
57975.91,937.7372
58447.26,873.4337
58918.61,798.2203
59389.96,708.3952
59861.31,578.067
60332.66,446.4531
60804,320.0303
61275.35,184.7896
61746.7,57.00658
62218.05,-57.52844
62689.4,-162.1179
63160.75,-262.7175
63632.1,-353.7036
64103.45,-423.442
64574.8,-490.6004
65046.14,-544.8027
65517.49,-558.9271
65988.84,-570.8035
66460.19,-578.2168
66931.54,-546.5765
67402.89,-510.3493
67874.24,-466.5259
68345.59,-379.4018
68816.94,-271.9987
69288.28,-149.7999
69759.63,-0.7614419
70230.98,172.0464
70702.33,349.4876
71173.68,499.2357
71645.03,648.9598
72116.38,779.0903
72587.73,821.8692
73059.08,829.4695
73530.42,800.7152
74001.77,668.8896
74473.12,482.0607
74944.47,262.1992
75415.82,-13.86575
75887.17,-331.0898
76358.52,-655.392
76829.87,-941.6391
77301.21,-1214.939
77772.56,-1450.244
78243.91,-1551.128
78715.26,-1574.176
79186.61,-1537.575
79657.96,-1361.722
80129.31,-1104.489
80600.66,-820.3256
81072.01,-492.8296
81543.35,-145.3455
82014.7,178.7711
82486.05,440.9075
82957.4,655.874
83428.75,822.3942
83900.1,884.6282
84371.45,876.7854
84842.8,837.3728
85314.15,729.4324
85785.49,581.7456
86256.84,440.3675
86728.19,293.1538
87199.54,146.0686
87670.89,17.09018
88142.24,-99.28235
88613.59,-212.6089
89084.94,-323.9757
89556.29,-424.5031
90027.63,-513.7432
90498.98,-585.0482
90970.33,-609.291
91441.68,-601.6365
91913.03,-588.9074
92384.38,-557.7923
92855.73,-513.9624
93327.08,-478.0182
93798.43,-428.2997
94269.77,-357.9416
94741.12,-284.3525
95212.47,-192.6224
95683.82,-74.2496
96155.17,53.01888
96626.52,179.9499
97097.87,308.7069
97569.22,438.5939
98040.57,543.1475
98511.91,616.0433
98983.26,686.6153
99454.61,725.604
99925.96,711.8111
100397.3,687.6655
100868.7,620.9233
101340,471.1487
101811.4,276.2485
102282.7,17.80656
102754.1,-329.2433
103225.4,-706.3208
103696.8,-1060.95
104168.1,-1391.779
104639.4,-1721.241
105110.8,-2022.712
105582.1,-2262.246
106053.5,-2510.137
106524.8,-2718.973
106996.2,-2792.486
107467.5,-2847.714
107938.9,-2848.788
108410.2,-2668.431
108881.6,-2446.931
109352.9,-2183.098
109824.3,-1767.829
110295.6,-1322.368
110767,-885.3061
111238.3,-414.0864
111709.7,44.64449
112181,451.7547
112652.4,782.8454
113123.7,1076.319
113595.1,1325.692
114066.4,1477.121
114537.8,1603.479
115009.1,1719.892
115480.5,1768.344
115951.8,1796.978
116423.2,1813.323
116894.5,1794.343
117365.9,1803.009
117837.2,1863.189
118308.6,1938.994
118779.9,2055.746
119251.3,2206.588
119722.6,2326.978
120194,2444.849
120665.3,2561.086
121136.7,2599.977
121608,2600.905
122079.4,2589.221
122550.7,2495.703
123022.1,2357.413
123493.4,2218.311
123964.8,2030.408
124436.1,1814.417
124907.5,1613.234
125378.8,1401.67
125850.1,1179.846
126321.5,972.9831
126792.8,773.9277
127264.2,571.7872
127735.5,368.8726
128206.9,171.2586
128678.2,-19.1159
129149.6,-193.1954
129620.9,-336.5737
130092.3,-462.5041
130563.6,-594.623
131035,-715.0134
131506.3,-820.2973
131977.7,-937.1396
132449,-1040.028
132920.4,-1115.513
133391.7,-1198.61
133863.1,-1263.879
134334.4,-1289.262
134805.8,-1314.376
135277.1,-1315.146
135748.5,-1262.468
136219.8,-1200.408
136691.2,-1117.751
137162.5,-988.7007
137633.9,-851.9301
138105.2,-712.1737
138576.6,-556.6002
139047.9,-402.9842
139519.3,-263.7325
139990.6,-143.9609
140462,-36.7366
140933.3,44.72719
141404.7,77.79428
141876,89.27778
142347.4,75.32222
142818.7,9.738142
143290.1,-73.23585
143761.4,-167.6481
144232.8,-292.3878
144704.1,-429.7166
145175.5,-565.8596
