Wall time,Step,Value
1745038753.338123,0,0.7352455258369446
1745038770.408127,1,0.840786874294281
1745038787.386503,2,0.8717906475067139
1745038804.355843,3,0.8900178670883179
1745038821.349773,4,0.9027113914489746
1745038838.324776,5,0.9125089049339294
1745038855.304927,6,0.9203041195869446
1745038872.308291,7,0.9270092844963074
1745038889.310674,8,0.932152271270752
1745038906.296841,9,0.9368821382522583
1745038923.265721,10,0.9408988952636719
1745038940.257097,11,0.9442514777183533
1745038957.237311,12,0.9474307298660278
1745038974.242874,13,0.9496591687202454
1745038991.236595,14,0.952164351940155
1745039008.2372,15,0.9541913866996765
1745039025.243886,16,0.9561144709587097
1745039042.244831,17,0.957676887512207
1745039059.235553,18,0.9592714905738831
1745039076.222723,19,0.9607535004615784
1745039093.224074,20,0.9622620940208435
1745039110.214824,21,0.9636042714118958
1745039127.215281,22,0.9644863605499268
1745039144.208084,23,0.9658248424530029
1745039161.20122,24,0.9666692018508911
1745039178.201171,25,0.9676133394241333
1745039195.186677,26,0.9684975147247314
1745039212.18278,27,0.9693318009376526
1745039229.176035,28,0.9701515436172485
1745039246.191514,29,0.9708690047264099
1745039263.196007,30,0.9717351794242859
1745039280.223616,31,0.9721039533615112
1745039297.215665,32,0.9728550314903259
1745039314.202056,33,0.9736295938491821
1745039331.210934,34,0.9742003083229065
1745039348.203438,35,0.974507212638855
1745039365.198697,36,0.9752015471458435
1745039382.185843,37,0.9755938053131104
1745039399.170223,38,0.9759625196456909
1745039416.168204,39,0.9764516353607178
1745039433.176125,40,0.9769319295883179
1745039450.17282,41,0.977297842502594
1745039467.183602,42,0.9778780937194824
1745039484.187953,43,0.9780564308166504
1745039501.210557,44,0.9784122705459595
1745039518.220375,45,0.9786375164985657
1745039535.23246,46,0.9789974093437195
1745039552.255343,47,0.9793596267700195
1745039569.251822,48,0.9797764420509338
1745039586.253663,49,0.9798066020011902
1745039603.250248,50,0.9805577993392944
1745039620.267,51,0.9807078838348389
1745039637.262005,52,0.9804072976112366
1745039654.148646,53,0.9808294773101807
1745039671.159184,54,0.9814401865005493
1745039688.167298,55,0.9815739393234253
1745039705.179816,56,0.9818291068077087
1745039722.169488,57,0.9818341732025146
1745039739.044263,58,0.9824992418289185
1745039756.063343,59,0.9823047518730164
1745039772.948467,60,0.9827675223350525
1745039789.946851,61,0.9827214479446411
1745039806.83916,62,0.9828872084617615
1745039823.829674,63,0.983256459236145
1745039840.840858,64,0.9834287166595459
1745039857.849673,65,0.9833574891090393
1745039874.759512,66,0.983490526676178
1745039891.767279,67,0.9839052557945251
1745039908.774171,68,0.9838715195655823
1745039925.787381,69,0.9841033816337585
1745039942.783217,70,0.9843372106552124
1745039959.805198,71,0.984638512134552
1745039976.835665,72,0.9844341278076172
1745039993.712694,73,0.984779417514801
1745040010.731239,74,0.9849852919578552
1745040027.73518,75,0.9851210117340088
1745040044.740001,76,0.9852071404457092
1745040061.755189,77,0.9851421117782593
1745040078.652829,78,0.9854545593261719
1745040095.642068,79,0.9854771494865417
1745040112.662405,80,0.9857584238052368
1745040129.666808,81,0.9857859015464783
1745040146.685193,82,0.9859435558319092
1745040163.712459,83,0.9859179854393005
1745040180.599762,84,0.9861592650413513
1745040197.607686,85,0.9861944913864136
1745040214.612206,86,0.9862523674964905
1745040231.625565,87,0.9862951636314392
1745040248.644421,88,0.9866055250167847
1745040265.648013,89,0.9866349101066589
1745040282.649751,90,0.9864898324012756
1745040299.528968,91,0.9869500398635864
1745040316.552266,92,0.9869458675384521
1745040333.574213,93,0.9869414567947388
1745040350.595456,94,0.9870837330818176
1745040367.627407,95,0.9872193336486816
1745040384.651618,96,0.9874228835105896
1745040401.67924,97,0.9873703122138977
1745040418.590982,98,0.9874297380447388
1745040435.497043,99,0.9874882698059082
1745040452.514568,100,0.9876883625984192
1745040469.540072,101,0.987673282623291
1745040486.447506,102,0.9876934289932251
1745040503.534445,103,0.9877749681472778
1745040520.607741,104,0.987637460231781
1745040537.506324,105,0.9882187247276306
1745040554.539623,106,0.9880802631378174
1745040571.438115,107,0.9881445169448853
1745040588.335073,108,0.9882267117500305
1745040605.253127,109,0.9882900714874268
1745040622.278158,110,0.9882879853248596
1745040639.304183,111,0.9884164929389954
1745040656.33333,112,0.9884719252586365
1745040673.35268,113,0.9883893728256226
1745040690.273066,114,0.9887322783470154
1745040707.300038,115,0.9885393381118774
1745040724.220799,116,0.988782525062561
1745040741.259271,117,0.9886128306388855
1745040758.177534,118,0.9891149401664734
1745040775.210098,119,0.9885858297348022
1745040792.128236,120,0.9891031980514526
1745040809.032586,121,0.9889484643936157
1745040825.917173,122,0.9891935586929321
1745040842.922215,123,0.9890649318695068
1745040859.811157,124,0.9890963435173035
1745040876.727273,125,0.9893670678138733
1745040893.744772,126,0.9892400503158569
1745040910.646694,127,0.9891619086265564
1745040927.52993,128,0.9894567131996155
1745040944.53303,129,0.9893750548362732
1745040961.438467,130,0.9896156191825867
1745040978.461729,131,0.98929363489151
1745040995.362972,132,0.9894942045211792
1745041012.272407,133,0.989391565322876
1745041029.164652,134,0.9897188544273376
1745041046.197499,135,0.9898731112480164
1745041063.229581,136,0.9897862076759338
1745041080.142969,137,0.9897465705871582
1745041097.032964,138,0.9898780584335327
1745041114.051186,139,0.9898808598518372
1745041130.944522,140,0.9898802638053894
1745041147.891784,141,0.9899123907089233
1745041164.918024,142,0.9901094436645508
1745041181.933934,143,0.9900804758071899
1745041198.8369,144,0.9901784658432007
1745041215.862191,145,0.990043580532074
1745041232.762954,146,0.990195631980896
1745041249.792086,147,0.9900148510932922
1745041266.709158,148,0.9903008341789246
1745041283.700961,149,0.9899427890777588
1745041300.621253,150,0.9904063940048218
1745041317.659889,151,0.9904635548591614
1745041334.68674,152,0.9902993440628052
1745041351.61134,153,0.9905784726142883
1745041368.644915,154,0.9902549982070923
1745041385.547021,155,0.9906088709831238
1745041402.561052,156,0.9904667139053345
1745041419.459436,157,0.9905469417572021
1745041436.359984,158,0.9905923008918762
1745041453.266243,159,0.9907035231590271
1745041470.297272,160,0.9905610680580139
1745041487.173718,161,0.9908369183540344
1745041504.181343,162,0.9906936883926392
1745041521.108549,163,0.9906580448150635
1745041538.013188,164,0.9910356998443604
1745041555.023717,165,0.990875780582428
1745041571.930385,166,0.9906429648399353
1745041588.832761,167,0.9909698367118835
1745041605.734088,168,0.9906620979309082
1745041622.634639,169,0.9912358522415161
1745041639.65671,170,0.9910268783569336
1745041656.563985,171,0.9908462762832642
1745041673.469382,172,0.9911267161369324
1745041690.369352,173,0.9910711646080017
1745041707.279311,174,0.9911220669746399
1745041724.203585,175,0.9911816120147705
1745041741.095441,176,0.9911622405052185
1745041757.996061,177,0.9911553859710693
1745041774.897256,178,0.9911502599716187
1745041791.814014,179,0.9911317229270935
