
0,119.7865
902.1301,123.9154
1804.26,113.4596
2706.39,94.19864
3608.52,69.18766
4510.65,39.32184
5412.78,4.207814
6314.91,-35.05625
7217.04,-76.57709
8119.171,-119.284
9021.301,-160.464
9923.431,-194.9064
10825.56,-221.3396
11727.69,-241.596
12629.82,-257.7196
13531.95,-266.383
14434.08,-264.4555
15336.21,-251.6346
16238.34,-230.2732
17140.47,-200.7502
18042.6,-162.5166
18944.73,-116.2593
19846.86,-63.44298
20748.99,-6.687076
21651.12,49.69386
22553.25,99.29365
23455.38,133.225
24357.51,157.161
25259.64,172.2083
26161.77,174.7565
27063.9,155.7313
27966.03,112.1679
28868.16,58.94047
29770.29,3.185065
30672.42,-52.28962
31574.55,-108.9946
32476.68,-164.0268
33378.81,-212.4734
34280.94,-251.5771
35183.07,-276.7875
36085.2,-281.5628
36987.33,-269.3037
37889.46,-245.9466
38791.59,-214.0552
39693.72,-171.1893
40595.85,-113.4326
41497.98,-46.87446
42400.11,23.04702
43302.24,91.27987
44204.37,149.4298
45106.5,190.8702
46008.63,223.228
46910.76,254.3499
47812.89,281.8124
48715.02,297.6247
49617.15,298.1064
50519.28,295.1651
51421.41,295.5923
52323.54,296.9374
53225.67,292.3587
54127.8,279.5497
55029.93,264.0914
55932.06,248.4626
56834.19,235.8179
57736.32,229.8505
58638.45,230.0804
59540.58,234.8488
60442.71,243.102
61344.84,258.8434
62246.97,284.4958
63149.1,317.5169
64051.23,350.4995
64953.36,379.1418
65855.49,393.5663
66757.62,384.0051
67659.75,363.8639
68561.88,343.3426
69464.01,324.1285
70366.14,297.9808
71268.27,257.0262
72170.4,218.4145
73072.53,191.9105
73974.66,177.7419
74876.79,170.0481
75778.93,162.1141
76681.06,154.7148
77583.19,147.6204
78485.32,138.8881
79387.45,126.0183
80289.58,106.0275
81191.71,80.73551
82093.84,50.48091
82995.97,17.60527
83898.1,-15.361
84800.23,-46.78927
85702.36,-75.77456
86604.49,-101.443
87506.62,-121.5356
88408.75,-131.893
89310.88,-135.0014
90213.01,-133.0439
91115.14,-128.2092
92017.27,-119.0317
92919.4,-103.0346
93821.53,-84.96246
94723.66,-67.60432
95625.79,-51.50405
96527.92,-32.68908
97430.05,-9.117425
